開始日-終了日,作品名,制作会社,主放送局・系列,話数,放送期間,リンク
4月3日 - 6月19日,ブラック★★ロックシューター DAWN FALL,バイブリーアニメーションスタジオ,TOKYO MXほか,全12話,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%83%96%E3%83%A9%E3%83%83%E3%82%AF%E2%98%85%E3%83%AD%E3%83%83%E3%82%AF%E3%82%B7%E3%83%A5%E3%83%BC%E3%82%BF%E3%83%BC
4月3日,マギアレコード 魔法少女まどか☆マギカ外伝 Final SEASON -浅き夢の暁-,シャフト,TOKYO MXほか,全4話,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%83%9E%E3%82%AE%E3%82%A2%E3%83%AC%E3%82%B3%E3%83%BC%E3%83%89_%E9%AD%94%E6%B3%95%E5%B0%91%E5%A5%B3%E3%81%BE%E3%81%A9%E3%81%8B%E2%98%86%E3%83%9E%E3%82%AE%E3%82%AB%E5%A4%96%E4%BC%9D_(%E3%82%A2%E3%83%8B%E3%83%A1)
4月3日 - 6月26日,ビルディバイド -#FFFFFF-,ライデンフィルム,TOKYO MXほか,全12話,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%83%93%E3%83%AB%E3%83%87%E3%82%A3%E3%83%90%E3%82%A4%E3%83%89
4月3日 -,遊☆戯☆王ゴーラッシュ!!,ブリッジ,TX,,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E9%81%8A%E2%98%86%E6%88%AF%E2%98%86%E7%8E%8B%E3%82%B4%E3%83%BC%E3%83%A9%E3%83%83%E3%82%B7%E3%83%A5!!
4月3日 - 8月28日,デュエル・マスターズ キングMAX,ブレインズ・ベース、小学館ミュージック＆デジタル エンタテイメント,TX,全17話,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%83%87%E3%83%A5%E3%82%A8%E3%83%AB%E3%83%BB%E3%83%9E%E3%82%B9%E3%82%BF%E3%83%BC%E3%82%BA_%E3%82%AD%E3%83%B3%E3%82%B0MAX
4月3日 - 2023年3月26日,キャップ革命 ボトルマンDX,ガイナ,TVO,全51話,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%82%AD%E3%83%A3%E3%83%83%E3%83%97%E9%9D%A9%E5%91%BD_%E3%83%9C%E3%83%88%E3%83%AB%E3%83%9E%E3%83%B3
4月4日 - 6月6日,3秒後、野獣。～合コンで隅にいた彼は肉食でした,ステイプルエンタテインメント,TOKYO MX、BS11,全8話,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/3%E7%A7%92%E5%BE%8C%E3%80%81%E9%87%8E%E7%8D%A3%E3%80%82%E3%80%9C%E5%90%88%E3%82%B3%E3%83%B3%E3%81%A7%E9%9A%85%E3%81%AB%E3%81%84%E3%81%9F%E5%BD%BC%E3%81%AF%E6%B7%AB%E3%82%89%E3%81%AA%E8%82%89%E9%A3%9F%E3%81%A7%E3%81%97%E3%81%9F
4月4日 - 放送休止,インセクトランド,トムス・ジーニーズ,NHK Eテレ,,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%82%A4%E3%83%B3%E3%82%BB%E3%82%AF%E3%83%88%E3%83%A9%E3%83%B3%E3%83%89
4月4日 -,ちいかわ,動画工房,CX,,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%81%A1%E3%81%84%E3%81%8B%E3%82%8F_%E3%81%AA%E3%82%93%E3%81%8B%E5%B0%8F%E3%81%95%E3%81%8F%E3%81%A6%E3%81%8B%E3%82%8F%E3%81%84%E3%81%84%E3%82%84%E3%81%A4
4月4日 - 6月20日,ヒーラー・ガール,Studio 3Hz,TOKYO MX、BS11,全12話,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%83%92%E3%83%BC%E3%83%A9%E3%83%BC%E3%82%AC%E3%83%BC%E3%83%AB%E3%82%BA
4月5日 - 6月21日,パリピ孔明,P.A.WORKS,TOKYO MX、MBSほか,全12話,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%83%91%E3%83%AA%E3%83%94%E5%AD%94%E6%98%8E
4月5日 - 5月10日,名探偵コナン ゼロの日常,TMS/第1スタジオ,TOKYO MX、YTV,全6話,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E5%90%8D%E6%8E%A2%E5%81%B5%E3%82%B3%E3%83%8A%E3%83%B3_%E3%82%BC%E3%83%AD%E3%81%AE%E6%97%A5%E5%B8%B8
4月5日 - 5月31日,機動戦士ガンダム 鉄血のオルフェンズ 特別編,SUNRISE BEYOND,TOKYO MX、MBS、BS11,全9話,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E6%A9%9F%E5%8B%95%E6%88%A6%E5%A3%AB%E3%82%AC%E3%83%B3%E3%83%80%E3%83%A0_%E9%89%84%E8%A1%80%E3%81%AE%E3%82%AA%E3%83%AB%E3%83%95%E3%82%A7%E3%83%B3%E3%82%BA
4月5日 - 6月22日,勇者、辞めます,EMTスクエアード,AT-Xほか,全12話,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E5%8B%87%E8%80%85%E3%80%81%E8%BE%9E%E3%82%81%E3%81%BE%E3%81%99%E3%80%9C%E6%AC%A1%E3%81%AE%E8%81%B7%E5%A0%B4%E3%81%AF%E9%AD%94%E7%8E%8B%E5%9F%8E%E3%80%9C
4月6日 - 6月22日,史上最強の大魔王、村人Aに転生する,SILVER LINK.、BLADE,AT-Xほか,全12話,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%BC%B7%E3%81%AE%E5%A4%A7%E9%AD%94%E7%8E%8B%E3%80%81%E6%9D%91%E4%BA%BAA%E3%81%AB%E8%BB%A2%E7%94%9F%E3%81%99%E3%82%8B
4月6日 - 6月30日,盾の勇者の成り上がり Season2,DR MOVIE,AT-Xほか,全13話,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E7%9B%BE%E3%81%AE%E5%8B%87%E8%80%85%E3%81%AE%E6%88%90%E3%82%8A%E4%B8%8A%E3%81%8C%E3%82%8A_Season2
4月6日 - 6月22日,トモダチゲーム,オクルトノボル,NTV,全12話,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%83%88%E3%83%A2%E3%83%80%E3%83%81%E3%82%B2%E3%83%BC%E3%83%A0
4月6日 - 9月21日,もっと!まじめにふまじめ かいけつゾロリ（第3期）,BN Pictures、亜細亜堂,NHK Eテレ,全25話,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%82%82%E3%81%A3%E3%81%A8!%E3%81%BE%E3%81%98%E3%82%81%E3%81%AB%E3%81%B5%E3%81%BE%E3%81%98%E3%82%81_%E3%81%8B%E3%81%84%E3%81%91%E3%81%A4%E3%82%BE%E3%83%AD%E3%83%AA
4月6日 - 6月22日,RPG不動産,動画工房,AT-Xほか,全12話,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/RPG%E4%B8%8D%E5%8B%95%E7%94%A3
4月6日 - 6月22日,であいもん,エンカレッジフィルムズ,AT-Xほか,全12話,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%81%A7%E3%81%82%E3%81%84%E3%82%82%E3%82%93
4月6日 - 6月29日,BIRDIE WING -Golf Girls' Story-（Season 1）,BN Pictures,TX,全13話,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/BIRDIE_WING_-Golf_Girls%27_Story-
4月7日 - 6月23日,骸骨騎士様、只今異世界へお出掛け中,スタジオKAI、HORNETS,AT-Xほか,全12話,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E9%AA%B8%E9%AA%A8%E9%A8%8E%E5%A3%AB%E6%A7%98%E3%80%81%E5%8F%AA%E4%BB%8A%E7%95%B0%E4%B8%96%E7%95%8C%E3%81%B8%E3%81%8A%E5%87%BA%E6%8E%9B%E3%81%91%E4%B8%AD
4月7日 - 6月23日,エスタブライフ グレイトエスケープ,ポリゴン・ピクチュアズ,CX,全12話,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%82%A8%E3%82%B9%E3%82%BF%E3%83%96%E3%83%A9%E3%82%A4%E3%83%95
4月7日 - 6月23日,社畜さんは幼女幽霊に癒されたい。,project No.9,AT-Xほか,全12話,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E7%A4%BE%E7%95%9C%E3%81%95%E3%82%93%E3%81%AF%E5%B9%BC%E5%A5%B3%E5%B9%BD%E9%9C%8A%E3%81%AB%E7%99%92%E3%81%95%E3%82%8C%E3%81%9F%E3%81%84%E3%80%82
4月7日 - 6月23日,古見さんは、コミュ症です。（第2期）,OLM TEAM KOJIMA,TX,全12話,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E5%8F%A4%E8%A6%8B%E3%81%95%E3%82%93%E3%81%AF%E3%80%81%E3%82%B3%E3%83%9F%E3%83%A5%E7%97%87%E3%81%A7%E3%81%99%E3%80%82
4月7日 - 6月23日,ヒロインたるもの!〜嫌われヒロインと内緒のお仕事〜,Lay-duce,TOKYO MXほか,全12話,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%83%92%E3%83%AD%E3%82%A4%E3%83%B3%E3%81%9F%E3%82%8B%E3%82%82%E3%81%AE!%E3%80%9C%E5%AB%8C%E3%82%8F%E3%82%8C%E3%83%92%E3%83%AD%E3%82%A4%E3%83%B3%E3%81%A8%E5%86%85%E7%B7%92%E3%81%AE%E3%81%8A%E4%BB%95%E4%BA%8B%E3%80%9C
4月8日 - 6月24日,恋は世界征服のあとで,project No.9,AT-Xほか,全12話,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E6%81%8B%E3%81%AF%E4%B8%96%E7%95%8C%E5%BE%81%E6%9C%8D%E3%81%AE%E3%81%82%E3%81%A8%E3%81%A7
4月8日 - 6月25日,デート・ア・ライブIV,GEEKTOYS,AT-X、TOKYO MXほか,全12話,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%83%87%E3%83%BC%E3%83%88%E3%83%BB%E3%82%A2%E3%83%BB%E3%83%A9%E3%82%A4%E3%83%96IV
4月8日 -,100秒でわかる名作劇場,,NHK Eテレ,,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/100%E7%A7%92%E3%81%A7%E3%82%8F%E3%81%8B%E3%82%8B%E5%90%8D%E4%BD%9C%E5%8A%87%E5%A0%B4
4月8日 - 7月1日,まちカドまぞく 2丁目,J.C.STAFF,TBS,全12話,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%81%BE%E3%81%A1%E3%82%AB%E3%83%89%E3%81%BE%E3%81%9E%E3%81%8F
4月8日 - 7月1日,魔法使い黎明期,手塚プロダクション,TBS,全12話,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E9%AD%94%E6%B3%95%E4%BD%BF%E3%81%84%E9%BB%8E%E6%98%8E%E6%9C%9F
4月9日 - 6月24日,かぐや様は告らせたい -ウルトラロマンティック-,A-1 Pictures,TOKYO MX、MBSほか,全13話,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%81%8B%E3%81%90%E3%82%84%E6%A7%98%E3%81%AF%E5%91%8A%E3%82%89%E3%81%9B%E3%81%9F%E3%81%84%E3%80%9C%E5%A4%A9%E6%89%8D%E3%81%9F%E3%81%A1%E3%81%AE%E6%81%8B%E6%84%9B%E9%A0%AD%E8%84%B3%E6%88%A6%E3%80%9C
4月9日 - 6月18日,ダンス・ダンス・ダンスール,MAPPA,MBS,全11話,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%83%80%E3%83%B3%E3%82%B9%E3%83%BB%E3%83%80%E3%83%B3%E3%82%B9%E3%83%BB%E3%83%80%E3%83%B3%E3%82%B9%E3%83%BC%E3%83%AB
4月9日 - 7月2日,おしりたんてい（第6期）,東映アニメーション,NHK Eテレ,全13話,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%81%8A%E3%81%97%E3%82%8A%E3%81%9F%E3%82%93%E3%81%A6%E3%81%84
4月9日 - 9月24日,アオアシ,Production I.G,NHK Eテレ,全24話,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%82%A2%E3%82%AA%E3%82%A2%E3%82%B7
4月9日 - 6月25日,SPY×FAMILY（Season 1 第1クール）,WIT STUDIO、CloverWorks,TX,全12話,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/SPY%C3%97FAMILY
4月9日 - 6月11日,八十亀ちゃんかんさつにっき 4さつめ,ハヤブサフィルム,TVA,全10話,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E5%85%AB%E5%8D%81%E4%BA%80%E3%81%A1%E3%82%83%E3%82%93%E3%81%8B%E3%82%93%E3%81%95%E3%81%A4%E3%81%AB%E3%81%A3%E3%81%8D
4月10日 - 7月10日,可愛いだけじゃない式守さん,動画工房,ABC,全12話,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E5%8F%AF%E6%84%9B%E3%81%84%E3%81%A0%E3%81%91%E3%81%98%E3%82%83%E3%81%AA%E3%81%84%E5%BC%8F%E5%AE%88%E3%81%95%E3%82%93
4月10日 - 7月3日,くノ一ツバキの胸の内,CloverWorks,TOKYO MXほか,全13話,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%81%8F%E3%83%8E%E4%B8%80%E3%83%84%E3%83%90%E3%82%AD%E3%81%AE%E8%83%B8%E3%81%AE%E5%86%85
4月10日 - 10月2日,キングダム（第4期）,ぴえろ、スタジオサインポスト,NHK総合,全26話,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%82%AD%E3%83%B3%E3%82%B0%E3%83%80%E3%83%A0_(%E3%82%A2%E3%83%8B%E3%83%A1)
4月10日 - 6月27日,このヒーラー、めんどくさい,寿門堂,AT-Xほか,全12話,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%81%93%E3%81%AE%E3%83%92%E3%83%BC%E3%83%A9%E3%83%BC%E3%80%81%E3%82%81%E3%82%93%E3%81%A9%E3%81%8F%E3%81%95%E3%81%84
4月11日 - 7月1日,おにぱん!,WIT STUDIO,TX,全12話,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%81%8A%E3%81%AB%E3%81%B1%E3%82%93!
4月12日 - 7月1日,境界戦機（第二部）,SUNRISE BEYOND,TX,全12話,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E5%A2%83%E7%95%8C%E6%88%A6%E6%A9%9F
4月12日 - 6月14日,本好きの下剋上～司書になるためには手段を選んでいられません～（第3期）,亜細亜堂,YTV、WOWOWプライムほか,全10話,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E6%9C%AC%E5%A5%BD%E3%81%8D%E3%81%AE%E4%B8%8B%E5%89%8B%E4%B8%8A
4月13日 - 6月29日,かぎなど（第2期）,ライデンフィルム,TOKYO MXほか,全12話,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%81%8B%E3%81%8E%E3%81%AA%E3%81%A9
4月15日 - 9月30日,サマータイムレンダ,OLM TEAM KOJIMA,TOKYO MXほか,全25話,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%82%B5%E3%83%9E%E3%83%BC%E3%82%BF%E3%82%A4%E3%83%A0%E3%83%AC%E3%83%B3%E3%83%80
4月24日 - 10月2日,カッコウの許嫁,シンエイ動画、SynergySP,EX,全24話,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%82%AB%E3%83%83%E3%82%B3%E3%82%A6%E3%81%AE%E8%A8%B1%E5%AB%81
5月17日 - 5月31日,真・一騎当千,アームス,AT-X,全3話,2022年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E7%9C%9F%E3%83%BB%E4%B8%80%E9%A8%8E%E5%BD%93%E5%8D%83
7月2日 - 9月3日,神クズ☆アイドル,Studio五組,TX,全10話,2022年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E7%A5%9E%E3%82%AF%E3%82%BA%E2%98%86%E3%82%A2%E3%82%A4%E3%83%89%E3%83%AB
7月2日 - 9月17日,彼女、お借りします（第2期）,トムス・エンタテインメント,MBS,全12話,2022年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E5%BD%BC%E5%A5%B3%E3%80%81%E3%81%8A%E5%80%9F%E3%82%8A%E3%81%97%E3%81%BE%E3%81%99
7月2日 - 9月24日,シュート! Goal to the Future,EMTスクエアード、マジックバス,AT-Xほか,全13話,2022年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%82%B7%E3%83%A5%E3%83%BC%E3%83%88!
7月2日 - 9月24日,リコリス・リコイル,A-1 Pictures,BS11、TOKYO MXほか,全13話,2022年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%83%AA%E3%82%B3%E3%83%AA%E3%82%B9%E3%83%BB%E3%83%AA%E3%82%B3%E3%82%A4%E3%83%AB
7月2日 - 9月24日,てっぺんっ!!!!!!!!!!!!!!!,ドライブ,TOKYO MXほか,全12話,2022年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%81%A6%E3%81%A3%E3%81%BA%E3%82%93%E3%81%A3!!!
7月2日 - 9月17日,むさしの!,A-Real,TVS,全12話,2022年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E6%B5%A6%E5%92%8C%E3%81%AE%E8%AA%BF%E3%81%A1%E3%82%83%E3%82%93
7月3日 - 12月25日,うたわれるもの 二人の白皇,WHITE FOX,TOKYO MXほか,全28話,2022年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%81%86%E3%81%9F%E3%82%8F%E3%82%8C%E3%82%8B%E3%82%82%E3%81%AE_%E4%BA%8C%E4%BA%BA%E3%81%AE%E7%99%BD%E7%9A%87
7月3日 - 9月25日,Engage Kiss,A-1 Pictures,TOKYO MXほか,全13話,2022年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/Project_Engage
7月3日 - 9月30日,よふかしのうた,ライデンフィルム,CX,全13話,2022年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%82%88%E3%81%B5%E3%81%8B%E3%81%97%E3%81%AE%E3%81%86%E3%81%9F_(%E6%BC%AB%E7%94%BB)
7月3日 - 9月18日,ユーレイデコ,サイエンスSARU,TOKYO MXほか,全12話,2022年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%83%A6%E3%83%BC%E3%83%AC%E3%82%A4%E3%83%87%E3%82%B3
7月3日 - 9月18日,RWBY 氷雪帝国,シャフト,TOKYO MXほか,全12話,2022年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/RWBY
7月3日 - 9月25日,連盟空軍航空魔法音楽隊ルミナスウィッチーズ,シャフト,AT-Xほか,全12話,2022年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E9%80%A3%E7%9B%9F%E7%A9%BA%E8%BB%8D%E8%88%AA%E7%A9%BA%E9%AD%94%E6%B3%95%E9%9F%B3%E6%A5%BD%E9%9A%8A%E3%83%AB%E3%83%9F%E3%83%8A%E3%82%B9%E3%82%A6%E3%82%A3%E3%83%83%E3%83%81%E3%83%BC%E3%82%BA
7月4日 - 9月26日,ようこそ実力至上主義の教室へ 2nd Season,Lerche,AT-Xほか,全13話,2022年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%82%88%E3%81%86%E3%81%93%E3%81%9D%E5%AE%9F%E5%8A%9B%E8%87%B3%E4%B8%8A%E4%B8%BB%E7%BE%A9%E3%81%AE%E6%95%99%E5%AE%A4%E3%81%B8_(%E3%83%86%E3%83%AC%E3%83%93%E3%82%A2%E3%83%8B%E3%83%A1)
7月4日 - 9月12日,森のくまさん、冬眠中。,studio HōKIBOSHI,TOKYO MX、BS11,全9話,2022年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E6%A3%AE%E3%81%AE%E3%81%8F%E3%81%BE%E3%81%95%E3%82%93%E3%80%81%E5%86%AC%E7%9C%A0%E4%B8%AD%E3%80%82
7月4日 - 9月12日,転生賢者の異世界ライフ ～第二の職業を得て、世界最強になりました～,REVOROOT,AT-Xほか,全12話,2022年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E8%BB%A2%E7%94%9F%E8%B3%A2%E8%80%85%E3%81%AE%E7%95%B0%E4%B8%96%E7%95%8C%E3%83%A9%E3%82%A4%E3%83%95_%E3%80%9C%E7%AC%AC%E4%BA%8C%E3%81%AE%E8%81%B7%E6%A5%AD%E3%82%92%E5%BE%97%E3%81%A6%E3%80%81%E4%B8%96%E7%95%8C%E6%9C%80%E5%BC%B7%E3%81%AB%E3%81%AA%E3%82%8A%E3%81%BE%E3%81%97%E3%81%9F%E3%80%9C
7月5日 - 9月27日,オーバーロードⅣ,マッドハウス,AT-X、TOKYO MXほか,全13話,2022年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%82%AA%E3%83%BC%E3%83%90%E3%83%BC%E3%83%AD%E3%83%BC%E3%83%89_(%E3%82%A2%E3%83%8B%E3%83%A1)
7月5日 - 9月27日,カードファイト!! ヴァンガード will+Dress,Kinema citrus,TX,全13話,2022年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%82%AB%E3%83%BC%E3%83%89%E3%83%95%E3%82%A1%E3%82%A4%E3%83%88!!_%E3%83%B4%E3%82%A1%E3%83%B3%E3%82%AC%E3%83%BC%E3%83%89_overDress
7月5日 - 9月20日,金装のヴェルメイユ～崖っぷち魔術師は最強の厄災と魔法世界を突き進む～,Staple Entertainment,AT-Xほか,全12話,2022年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E9%87%91%E8%A3%85%E3%81%AE%E3%83%B4%E3%82%A7%E3%83%AB%E3%83%A1%E3%82%A4%E3%83%A6%E3%80%9C%E5%B4%96%E3%81%A3%E3%81%B7%E3%81%A1%E9%AD%94%E8%A1%93%E5%B8%AB%E3%81%AF%E6%9C%80%E5%BC%B7%E3%81%AE%E5%8E%84%E7%81%BD%E3%81%A8%E9%AD%94%E6%B3%95%E4%B8%96%E7%95%8C%E3%82%92%E7%AA%81%E3%81%8D%E9%80%B2%E3%82%80%E3%80%9C
7月6日 - 9月21日,東京ミュウミュウ にゅ～♡（第1期）,ゆめ太カンパニー、グラフィニカ,TX,全12話,2022年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E6%9D%B1%E4%BA%AC%E3%83%9F%E3%83%A5%E3%82%A6%E3%83%9F%E3%83%A5%E3%82%A6
7月6日 - 9月21日,邪神ちゃんドロップキックX,ノーマッド,TOKYO MX、BSフジ、UHBほか,全12話,2022年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E9%82%AA%E7%A5%9E%E3%81%A1%E3%82%83%E3%82%93%E3%83%89%E3%83%AD%E3%83%83%E3%83%97%E3%82%AD%E3%83%83%E3%82%AF
7月6日 - 9月21日,継母の連れ子が元カノだった,project No.9,AT-Xほか,全12話,2022年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E7%B6%99%E6%AF%8D%E3%81%AE%E9%80%A3%E3%82%8C%E5%AD%90%E3%81%8C%E5%85%83%E3%82%AB%E3%83%8E%E3%81%A0%E3%81%A3%E3%81%9F
7月6日 - 9月28日,メイドインアビス 烈日の黄金郷,キネマシトラス,AT-Xほか,全12話,2022年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%83%A1%E3%82%A4%E3%83%89%E3%82%A4%E3%83%B3%E3%82%A2%E3%83%93%E3%82%B9_%E7%83%88%E6%97%A5%E3%81%AE%E9%BB%84%E9%87%91%E9%83%B7
7月6日 - 9月21日,咲う アルスノトリア すんっ!,ライデンフィルム,TOKYO MXほか,全12話,2022年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E5%92%B2%E3%81%86_%E3%82%A2%E3%83%AB%E3%82%B9%E3%83%8E%E3%83%88%E3%83%AA%E3%82%A2
7月6日 - 2023年3月8日,異世界おじさん,Atelier Pontdarc,AT-Xほか,全13話,2022年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E7%95%B0%E4%B8%96%E7%95%8C%E3%81%8A%E3%81%98%E3%81%95%E3%82%93
7月6日 - 9月21日,異世界迷宮でハーレムを,パッショーネ,AT-Xほか,全12話,2022年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E7%95%B0%E4%B8%96%E7%95%8C%E8%BF%B7%E5%AE%AE%E3%81%A7%E3%83%8F%E3%83%BC%E3%83%AC%E3%83%A0%E3%82%92
7月7日 - 9月29日,新テニスの王子様 U-17 WORLD CUP,スタジオKAI、M.S.C,TX,全13話,2022年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%83%86%E3%83%8B%E3%82%B9%E3%81%AE%E7%8E%8B%E5%AD%90%E6%A7%98_(%E3%82%A2%E3%83%8B%E3%83%A1)#新テニスの王子様_U-17_WORLD_CUP
7月7日 - 9月22日,組長娘と世話係,feel.、GAINA,TOKYO MXほか,全12話,2022年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E7%B5%84%E9%95%B7%E5%A8%98%E3%81%A8%E4%B8%96%E8%A9%B1%E4%BF%82
7月8日 - 9月23日,それでも歩は寄せてくる,SILVER LINK.,TBS,全12話,2022年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%81%9D%E3%82%8C%E3%81%A7%E3%82%82%E6%AD%A9%E3%81%AF%E5%AF%84%E3%81%9B%E3%81%A6%E3%81%8F%E3%82%8B
7月8日 - 9月23日,ブッチギレ!,ジェノスタジオ,TOKYO MXほか,全12話,2022年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%83%96%E3%83%83%E3%83%81%E3%82%AE%E3%83%AC!
7月8日 - 9月30日,ちみも,シンエイ動画,TX、BS朝日,全12話,2022年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%81%A1%E3%81%BF%E3%82%82
7月9日 - 9月24日,シャドーハウス 2nd Season,CloverWorks,TOKYO MXほか,全12話,2022年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%82%B7%E3%83%A3%E3%83%89%E3%83%BC%E3%83%8F%E3%82%A6%E3%82%B9
7月9日 - 9月24日,プリマドール,バイブリーアニメーションスタジオ,TOKYO MXほか,全12話,2022年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E3%83%97%E3%83%AA%E3%83%9E%E3%83%89%E3%83%BC%E3%83%AB
7月9日 - 12月24日,惑星のさみだれ,NAZ,MBS,全24話,2022年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E6%83%91%E6%98%9F%E3%81%AE%E3%81%95%E3%81%BF%E3%81%A0%E3%82%8C
7月9日 - 9月24日,黒の召喚士,サテライト,TOKYO MXほか,全12話,2022年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E9%BB%92%E3%81%AE%E5%8F%AC%E5%96%9A%E5%A3%AB
7月10日（特別番組）,Dr.STONE 龍水,TMS/Die4studio,TOKYO MXほか,全1話,2022年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/Dr.STONE_%E9%BE%8D%E6%B0%B4
7月10日 - 9月25日,Extreme Hearts,Seven Arcs,TOKYO MX、BS11,全12話,2022年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/Extreme_Hearts
7月10日 - 9月25日,異世界薬局,ディオメディア,AT-Xほか,全12話,2022年 7月 - 9月[編集],https://ja.wikipedia.org/wiki/%E7%95%B0%E4%B8%96%E7%95%8C%E8%96%AC%E5%B1%80
